Corrugating Machines;84.39
Corselet's;62.12
Corset Belts;40.15 Or 62.12
Corticosteroid Medicaments;29.27 Or 30.03 Or 30.04
Corundum, Natural;25.13
Corundum, Artificial;28.18
Cosmetic Brushes;96.03
Cosmetic Cases - Of Aluminium;76.16
Cosmetic Cases - Of Copper;74.19
Cosmetic Cases - Of Iron Or Steel;73.26
Cosmetic Case - Other;42.02
Cosmetics;Chapter 33
Cots Of Textile Fabric;63.07
Cots - Furniture;94.03
Cotters And Cotter-Pins, Copper;74.15
Cotters And Cotter-Pins, Iron Or Steel;73.18
Cotton Linter Pulp;47.06
Cotton Buds;56.01
Cotton Seed Cake And Meal;23.06
Cotton Seed Oil;15.12 Or 15.18
Cotton Seeds;12.07
Cotton (Textile) - Carded Or Combed;52.03
Cotton Textile - Fabrics, Knitted Impregnated Coated Covered Or Laminated With Rubber;59.06
Cotton Textile Fabric Otherwise Impregnated Coated Cover Or Laminated;Chapter 59 Or 60.01
Cotton Textile Fabric- Not Coated Or Impregnated;Chapter 60
Cotton Textile Fabrics Woven, Impregnated Coated Covered Or Laminated;Chapter 59
Cotton Textile - Woven Corduroy;58.01
Cotton Textile - Woven Gauze;58.03 See Chapter Note 58 Note 3
Cotton Woven Terry;58.02
Cotton Woven Velour Pile Fabrics;58.01
Cotton Woven Velour Flock Coated Fabrics;59.07
Cotton Woven Velvet;58.01
Cotton Woven Other;52.04 To 52.07
Linters;14.04
Raw;52.01
Thread;52.04 To 52.07
Weddings Medical;30.05
Weddings Not Medical;56.01
Cotton Wadding Waste;52.02
Cotton Wadding Yarn;52.04 To 52.07
Couch-Grass;14.04
Cough Sweets ;17.04
Counter Bores;82.07
Counters And Timers - Electronic, Electric;90.29
Counters And Timers - Non Electronic;90.29
Counters (Furniture);94.03
Countersinks;82.07
Counting Machines, Weight Operated;84.23
Couplings, Shaft;84.83
Couverture, Chocolate;18.06
Coverall;61.14 Or 62.11
Cows - Live;01.02
Crabs;03.06 Or 16.05
Cradles, Maintenance;84.31
Cramps, Spiked, Iron Or Steel;73.17
Crane Lorries;87.05
Cranes - Floating;89.05
Cranes - Lorry Mounted, Excluding Works Trucks;87.05
Cranes - Railway And Tramway Rolling Stock;86.04
Cranes - Other;84.26
Cranks And Crankshafts;84.83
Crates, Wood;44.15
Cravats;61.17 Or 62.15
Crawfish;03.01 Or 03.06 Or 16.05
Crayons;96.09
Cream Separators;84.21
Cream, Fresh (Including Uht And Frozen);04.01
Cream, Canned;04.02
Creosote Oils;27.07
Cresols;277.07 Or 29.07
Cresylic Acid;27.07
Cricket Pads;95.06
Cricket Requisites, Except Gloves And Other Clothing;95.06
Crimpers, Hay;84.33
Crispbread;19.05
Crocheted Garments;Chapter 61
Crocheted Garments - Babies;61.11
Crochet Needles;84.48
Crochet Hooks, Iron Or Steel;73.19
Crocodile Clips;85.36
Cropping Machines;84.51
Croquet Requisites;95.06
Cross-Cut Saws;82.02
Cross Bars;82.05
Crucibles, Refractory;69.03
Cruise Ships;89.01
Crusher, Cider Making;84.35
Crushers, Fruit Juice Preparation;84.35
Crushing Machinery Mineral;84.74
Crustaceans;03.06 Or 16.05
Cryolite, Natural;25.27
Crystallised Fruit, Fruit Peel And Parts Of Plants;20.06
Crystal, Piezo-Electric Mounted;85.41
Cuba Jute;53.03
Cuckoo Clocks;91.05
Cucumbers, Fresh Or Chilled;07.07
Cuff-Links Of Base Metal;71.17
Cuff Links Of Precious Metal;71.13
Cuff Links Set With Precious Or Semi Precious Stones;71.16
Cultivators;84.32
Culture Media, Prepared;38.21
Cultured Pearls (Not Strung Or Temporarily Strung For Transport;71.01
Cumin Seeds;09.09
Cupboards;94.03
Cupro-Nickel;Chapter 74
Cups, Plastic Household;39.24
Cups, Plastic Vending;39.23
Cups Paper;48.23
Curana;53.05
Curb stones, Of Natural Stone (Excluding Slate);68.01
Curd;04.06
Curling Tong Heaters, Electric;85.16
Curling Grips, Iron Or Steel;96.15
Currants;Chapter 08
Currency Notes;49.07
Curtains Textile;63.03
Cushion Covers;63.04
Cushions;94.04
Cut Flowers;06.03
Cutlasses;93.07
Cutlery;82.11 Or 82.14 Or 82.15
Cutters, Milling;82.07
Cutters, Coal;84.30
Cutting Machines And Apparatus, By Application Of Direct Electrical Energy;85.15
Cutting Appliances, Gas Operated;84.68
Cutting Machines;84.41
Cutting Wheels, Discs, Etc;68.04
Cuttings;06.02
Cuttle Fish;03.07
Cyanamides - Calcium;31.02 Or 31.05
Cyanamides - Other;28.51
Cyanates And Thiocyanates;28.38
Cyanides And Complex Cyanides;28.37
Cycles, Not Motorised;87.12
Cycles Not Motorised Parts;87.14
Cyclones;84.21 Or 84.37
Cycoltrons;85.43
Cycotrons;85.43
Cylinders For Compressed Or Liquefied Gas - Aluminium;76.13
Cylinders For Compressed Or Liquefied Gas - Iron Or Steel;73.11
Cymbals;92.06
Daggers;93.07
Ash;5.03
Dairy Machinery;84.34
Dairy Spreads;04.05
Damasks - Cotton;52.08 To 52.12
Damasks - Flax;53.09
Damasks - Man Made Filament;54.07 Or 54.08
Damasks - Man Made Staple Fibres;55.12 Or 55.16
Dams;58.10
Dari;10.07
Darning Needles;73.19
Darts;93.06 Or 95.04
Darts Toys;95.03
Dasheens, Fresh Or Dried;07.14
Data Processing Machines;84.71
Data Recorders;85.43
Date Stamps, Hand Operated;84.71
Dates, Fresh Or Dried;08.04
Dating Machines;84.43
Davits;84.25
De-Greasing Preparations;34.02
De-Humidifiers;84.79
De-Icing Fluids;38.20
De-Modulators - Carrier Current Line;85.17
De-Modulators - Radio Transmission;85.25 Or 85.27
Deaf Aids;90.21
Decalcomanias;49.08
Decanters, Glass, Precious Metal;70.13 Or 71.14
Decanting Vats;73.09
Decibel Meters;90.30
Deck Chairs;94.01
Decorations, Christmas Tree (Except Lights);95.05
Decoys, Game;95.07
Deed Boxes, Base Metal;83.03
Deep Freezers;84.18
Deep Fat Fryers;84.19
Defrosters And Demisters, Electric For Motor Vehicles;85.12
Degras;15.22
Demijohns, Glass;70.10
Demonstrational Instruments, Apparatus Or Models;90.23
Denatured Salt;25.01
Denim;52.09 Or 52.11
Dental - Fillings And Cement;30.06
Dental Floss;33.06
Dental Instruments And Appliances;90.18
Dental Plate Brushes;96.03
Dental Preparations Based On Plaster;34.07
Dental Wax Put Up In Sets Or In Plates, Sticks, Etc;34.07
Dentists Chairs Incorporating Dental Equipment;90.18
Dentist Chairs Not Incorporating Dental Equipment;94.02
Denture Brushes;96.03
Denture Fixtures;33.06
Denture-Cleansing Preparations;33.06
Dentures;90.21
Deodorants, Anti-Perspirants And Room Deodorisers;33.07
Deodorising Room Prepared;33.07
Depilatories;33.07
Derricks;84.26 Or 84.28 Or 87.05
Desiccated Coconut;08.01
Designs (Printed Matter);49.11
Desk Racks, Base Metal;83.04
Desks;94.03
Detergents;34.01 Or 34.02
Detonators, Detonating Fuses;36.03
Developers;37.07
Developing Equipment;90.10
Devils Cotton;53.03
Dextrins And Dextrin Glues;35.05
Diagnostic Strips;Chapter 38
Dialysis Apparatus;90.18
Diamond Dies For Wire Drawing;82.07
Diamond Ring;71.13
Diamonds, Loose;71.02
Diaries;48.20
Diatomite, Activated;38.02
Diatomite, Not Activated;25.12
Diazo, Azo And Azoxy Compounds;29.27
Dictating Machines And Parts And Accessories;85.19 Or 85.22
Dictionaries;49.01
Die Casting Machines;85.54
Dies Of Sintered Metal Carbide;82.07
Dies, Threading;82.07
Diesel Engines;84.08
Diesel Oil;27.10
Diffraction Apparatus;90.01 Or 90.12 Or 90.22
Diffusers, Light;94.05
Diggers, Shaker;84.33
Digital To Analogue Converters;85.43
Digital Audio Disc Players (Laser Optical Reading Systems - Compact Disc Players) - Combined With A Radio Receiver;85.27
Digital Audio Disc Players (Laser Optical Reading Systems - Compact Disc Players) - Other;85.19
Digital Cameras;85.25
Digital Copiers;84.43
Digital TV Set Top Box;85.28
Digital Video Disc (DVD) Drive Readers;84.71
Digital Video Disc (DVD) Players;85.21
Digitizers;84.79
Dinas Earth;25.08
Diodes, Valve And Semi-Conductor;85.41
Dipentene;29.02 Or 38.05
Dips, Sheep And Cattle;38.08
Direct Current Meters;90.28
Direction Finding Compasses;90.14
Directories;49.01
Directories, If Advertising;49.11
Disc Brake Pad Assemblies;87.08
Discharge Lamps, I.E Bulbs Only;85.39
Dischargers;84.16 Or 84.28
Discs - Computer Blank Or Recorded;85.23
Discs - For The Manufacture Of Crown Corks;45.03 Or 45.04
Dish Washing Machines;84.22
Disinfectants;38.08
Dispersions, Rubber;40.05
Display Cabinets, Refrigeration;84.18
Display Stand, Floor Standing;94.03
Distempers;32.09
Distilled Water;28.51
Distributors, Asphalt, Bitumen, Tar And Tarmacadam;84.79
Distributors, Fertilizer And Seed;84.32
Dithionites;28.31
Divan Beds;94.03
Divan Seats, Whether Or Not Convertible Into Beds;94.01
Dividing Heads For Machine Tools;84.66
Diving Chambers;84.79
Dobbies, Textile;84.48
Document Cases;42.02
Documents For Title;49.07
Dogfish;Chapter 3
Dogs;01.06
Dog Chews;23.09 Or 42.05
Dog/Animal Shampoo;33.07
Dolls;95.03
Dolomite, Crude;25.18
Dom Palm Seeds;14.04
Dom Nuts;14.04
Domestic Glassware;70.13
Dongle;84.73
Door Chimes;85.31
Door Eyes;90.13
Doors And Door Frames, Aluminium;76.10
Doors And Frames, Plastic;39.25
Doors And Door Frames, Wood;44.18
Door And Dorr Frames, Iron Or Steel, For Buildings;73.08
Double Bridges;90.30
Doubling Machines, Textile;84.45
Dover Sole;Chapter 3
Down;05.05
Drafting Machines;90.17
Drain Pipes, Ceramic;69.06
Drained Fruit, Fruit Peel And Parts Of Plants;20.06
Drams (Dynamic Random Access Memories), Mounted On Boards, Designed Specifically For Computers;84.73
Drams (Dynamic Random, Access Memories), Mounted On Boards, For General Use;85.48
Draught - Excluders;56.01 Or 63.07
Draught - Regulators;90.32
Draught - Screens;94.03
Drawers (Furniture);94.03
Drawing Instruments;90.17
Drawing Knives;82.05
Drawing Chalks And Charcoals;96.09
Drawing Pins, Iron Or Steel (Except Copper Headed);73.17
Drawing Pins, Copper Headed;74.15
Drawings, Executed Entirely By Hand;97.01
Drawings, Industrial, Architectural, Etc;49.06
Drawn Wood;44.09
Dredgers;89.05
Dregs - Brewing;23.03
Dregs - Oil;15.22
Dress Patterns - Paper;48.23
Dress Patterns - Textile;63.07
Dressers;94.03
Dresses - Knitted Or Crocheted Women's Or Girls;61.04
Dresses - Other Than Knitted Or Crocheted Women's Or Girls;62.04
Dressing Gowns;61.07 Or 61.08 Or 62.07 Or 62.08
Dressing - For Textiles, Paper Or Leather;38.09
Dressings For Medical And Surgical;30.05
Driers - Agricultural, Mechanical;84.19
Driers - Prepared;32.11
Drill, Cotton Fabric;52.08 To 52.12
Drilling Machines, Metal Working - Not Hand Held;84.59
Drills, Not Electric;82.05
Drills, Agricultural;84.32
Drills, Twist I.E Drill Bits;82.07
Drip Mats;63.02
Dross;26.19 Or 26.20
Drugget;57.02
Drums, Wood For Packing Goods;44.15
Drums, Aluminium;76.12
Drums, Musical;92.06
Drums, Iron Or Steel;73.09 Or 73.10
Dry Cleaners, Laundering;84.51
Dry Cell Batteries;85.06
Dryers, Tumble;84.51
Dryers, Spin;84.21
Duchesse Lace;58.04
Duck, Cotton Fabric;52.09
Ducks;01.05
Dummies, Tailor Etc;96.18
Dumpers And Dump Trucks;87.04
Duplicators, Hectograph And Stencil;84.72
Durra;10.07
Dust And Powder Of Natural Or Synthetic Precious Or Semi Precious Stones;71.05
Dust, Textile;56.01
Dusters, Textile;63.07
Dusters, Feather;96.03
Duvets, Padded Or Stuffed;94.04
DVD Player;85.21
DVD Player And Monitor, Portable;85.28
DVD Recorder Player;85.21
DVD Recorded;85.23
DVD Unrecorded;85.23
Dwelling Houses And Other Buildings Prefabricated;94.06
Dye Extracts, Vegetable;32.03
Dye Raw Vegetable Material For;14.04
Dye Machinery For Textiles;84.51
Dyes And Dyestuffs;32.01 Or 32.12
Dyes, Hair;33.05
Dye Stuffs, Intermediate Products;29.21 Or 29.22
Dynamites;36.02
Dynamos;85.11
Earth Colours, Natural;25.30 Or 28.21
Earth Boring Machinery;84.30
Earth Moving Machinery;84.29 Or 84.30
Earthenware;Chapter 69
Easels;94.03
Eau De Cologne;33.03
Ebonite, And Articles Of;40.17
Ecaussine, Worked And Articles Thereof;68.02
Ecclesiastical Goods - Garments;61.14 Or 62.11
Eccelsiastical Goods - Headgear;65.05
Echo Sounding Or Detection Instruments;90.15
Econmisers, For Boilers;84.04
Edible Offal, Meat - Fresh Chilled Frozen;02.06 Or 02.08
Edible Offal, Meat - Salted, In Brine, Dried Or Smoked;02.10
Edible Offal, Poultry (Other Than Liver);02.07
Eel-Grass;14.02
Eel Pots Of Iron Or Steel;73.26
Egg Grading Machines;84.33
Egg Whites (Ovalbumin);35.02
Eggs And Yolks;04.07 Or 04.08
Eggs, Fish For Hatching;05.11
Eiderdown Cases;63.02
Eiderdowns (Stuffed Furnishings);94.04
Elastic (Rubber) Thread - Textile Covered;56.04
Elastic (Rubber) Thread - Other Than Textile Covered;40.07
Electric Current;27.16
Electric Golf Trolleys;87.04
Electric Lamp Making Machines;84.75
Electric Sockets;85.36 Or 85.44 Or 85.47
Electrical Apparatus, Appliances And Machinery - Accumulators;85.07
Electrical Apparatus, Appliances And Machinery - Alarms, Burglar And Fire;85.31
Amplifiers, Audio-Frequency;Heading 85.42
Batteries And Cells;85.06
Capacitors;85.32
Carbons;85.45
Circuit Breakers;85.35 Or 85.36
Coffee Or Tea Makers, Domestic;85.16
Coffee Or Tea Maker, Industrial;84.19
Conduit Tubing - Of Base Metal, Lined With Insulating Material;85.47
Conduit Tubing - Of Iron Or Steel Unlined;73.03 To 73.06
Connectors;85.35 Or 85.36
Contactors;85.35 Or 85.36
Control And Automatic Starter Cabinets;85.37
Control Equipment;85.37 Or 90.32
Controllers For Motors;85.35 Or 85.36 Or 85.37
Control Panels;85.37
Cooking, Domestic, Including Microwave Ovens;85.16
Cooking, Industrial And Laboratory Including Microwave Ovens;85.14
Electric Blankets;63.01
Electrical Parts Of Machinery, Not Elsewhere Specified;85.48
Electro Magnets;85.05
Extractor Hoods;84.14
Fans;84.14
Filament And Discharge Lamps I.E. Bulbs;85.39
Floor Polishers And Scrubbers, Domestic;85.09
Fluorescent Lamps/Bulbs;85.39
Food Mixers, Domestic;85.09
Food Processors, Liquidisers And Blenders;85.09
Circuit Breakers;85.35 Or 85.36
For Making Connections To Or In Electrical Circuits;85.35 Or 85.36
For Protecting Electrical Circuits;85.35 Or 85.36
Fruit Juice Extractors;85.09
Furnaces, Industrial And Laboratory;85.14
Fuses And Fuse Gear;85.35 Or 85.36
Generating Sets;85.02
Generators;85.01
Hair Clippers;85.10
Hand Tools, Pneumatic, Hydraulic Or With Motor;84.67
Hats And Other Headgear;Chapter 65
Heaters, Domestic;85.16
Heaters For Motor Vehicles;85.16
Heaters, Industrial And Laboratory;85.14
Induction And Dielectric Heating Ang Cooking Apparatus;85.14 Or 85.16
Insulated Wire, Cable, Bars, Strips;85.44
Insulating Fittings;85.47
Insulators;85.46
Kettles;85.16
Lamp Holders;85.36
Lamps (Bulbs, Tubes);85.39
Lighters, Cigarette;96.13
Lighting Fittings;94.05
Local Area Network Apparatus;85.17
Monitors, Video;85.28
Monitors, Video With A Digital Visual Interface (Dvi) Connector;85.28
Micro Switches;85.28
Motor Generator Sets;85.02
Motors And Parts;85.01 Or 85.03
Non Automatic Starters;85.35 Or 85.36
Potentiometers (Resistors);85.33
Radar;85.26
Radio;85.25 Or 85.27
Rectifying Apparatus;85.04 Or 85.40
Relays;85.35 Or 85.36
Resistors;85.16 Or 85.33 Or 85.45
Rotary Converters;85.02
Rotors And Stators (Unwound);85.03
Electric Shavers;85.10
Signalling Equipment;85.12 Or 85.30 Or 85.31
Smoothing Iron;85.16
Space Heaters;85.16
Starters And Discharge Tubes;85.39
Starting And Ignition Equipment For Internal combustion Engines;85.11
Switchboards - Telephonic;85.17
Switchboards - Other;85.37
Switches;85.35 Or 85.36
Synchros;85.04
Telecommunications Apparatus;85.17
Televisions;85.28
Toasters;85.16
Traffic Control;85.30
Transformers;85.04
Vacuum Cleaners, Domestic;85.08
Valves And Tubes;85.40
Water heaters, Instantaneous Or Storage;85.16
Welding, Soldering And Brazing;85.15
Wide Area Network Apparatus;85.17
Electricity Energy;27.16
Electricity Supply Or Production Meters;90.28
Electro-Chemical Machines, Metal Working;84.56
Electro Magnets;85.05
Electro Medical Apparatus;90.18
Electro Plating Anodes (Casting) - Copper;74.19
Electro Plating Anodes (Casting) - Nickel;75.08
Electro Plating Anodes (Casting) - Zinc;79.07
Electrodes - Carbon;85.45
Electrodes - Discharge Carbon;85.45
Electrodes - Molybdenum;81.02
Electrodes - Welding Coated Or Cored With Flux Materials Of Base Metal;83.11
Electrolysis Machines;85.43
Electrolytic Copper Unwrought;74.03
Electron Accelerators;85.43
Electron Microscopes;90.12
Electron Optical Valves And Tubes;85.40
Electronic Integrated Circuit Manufacturing Or Assembly Devices;84.86
Electronic Integrated Circuits;85.42
Electronic Microcircuits;85.42
Electronic Valve Making Machinery;74.75
Elements, Chemical, Radio Active;28.44
Elevator Bands, Belting And Belts;42.05
Elevators, For Goods;84.28
Elevators, Liquid;84.13
Emblems, Textile - Embroidered;58.10
Emblems, Textile - Not Embroidered;58.07
Embossing Machines - Calendars;84.20
Embossing Machines - For Paper;84.39
Embossing Machines - For Metal;84.20 Or 84.63
Embroidery Machine;84.47
Embroidery Stilettos, Iron Or Steel;73.19
Embroidery In Piece, Strips Or Motif;58.10
Embryos Animal;05.11
Emery, Crude;25.13
Emulsifiers;34.02
Emulsion Paint;32.09
Enamel Glass, In The Mass;70.01
Enamels, Verifiable;32.07
Enamels, Painter's;32.08 Or 32.09 Or 32.10
Encyclopaedias In Paper Form;49.01
End Mills;82.07
Engineering Plans And Drawings;49.06
Engines - Dental Drills;90.18
Engines - Electric;85.01 Or 85.03 Or 85.11 Or 91.09
Engines - Engine Pods (Aircraft);88.03
Engines - Miniature (Not Electric);95.03
Engines - Model;90.23
Engines - Other;84.07 Or 84.09 Or 84.12
Engraving Machine Tools - For Glass;84.24 Or 84.64
Engraving Machine Tools - For Metal;84.59 To 84.61
Engraving Machine Tools - For Stone;84.64
Engraving Machine Tools - For Wood;84.65
Engraving Machine Tools - Power Operated;84.67
Engravings, Original;97.02
Enlargers;90.08 Or 90.10
Ensembles;61.03 Or 61.04 Or 62.03 Or 62.04
Entry Phone Systems;85.17
Envelopes - Balloon And Dirigible;88.03
Envelopes - Glass;70.11
Envelopes - Paper;48.17
Envelopes - Straw;46.02
Envelopes - Valve And Tubes;85.40
Envelope Making Machines;84.41
Enzymes Prepared;35.07
Epaulettes;62.17
Epoxide Resins;39.07
Epoxides;29.10
Erasers, Rubber;40.16
Erasers, Plastic;39.26
Escalators;84.28
Escape Chutes;88.03
Esparto;14.04
Esparto Wax;15.21
Esparto Pulp;47.06
Essences;21.01
Essential Oils, Extracted Oleoresins;33.01
Esters, Inorganic;29.19 Or 29.20
Etchings Original;97.02
Ethers;29.09
Ethyl Alcohol;22.07 Or 22.08
Ethylcellulose In Primary Forms;39.12
Evaporated Salt;25.01
Evaporators For Refrigerators And Refrigerating Equipment;84.18
Evaporators, Other;84.19
Ewers - Ceramic;69.11 Or 69.12
Excavating Machinery;84.29 Or 84.30
Excursion Boats;89.01
Exhausters, Air Or Gas;84.14
Expanded Metal, Iron Or Steel;73.14
Expanded Vinyl's;39.21
Expanded Metal, Aluminium;76.16
Expanded Polystyrene Sheets;39.21
Expansion Meters, Non Electric;90.27
Explosives;Chapter 36
Exposure Meters;90.27
Extenders, Compounded, For Paints;38.24
Extractor Hoods;84.14
Extracts - Chicory;21.01
Extracts - Coffee;21.01
Extracts - Hop;13.02
Extracts - Liquorice;13.02
Extracts - Malt;19.01
Extracts - Meat;16.03
Extracts - Pyrethrum;13.02
Eye Make-Up;33.04
Eye Drops;30.03
Eyes For Grafting And Budding;06.02
Eyes And Eyelets, Base Metal, For Clothing, Tents, Etc;83.08
Eyes, Artificial;90.21
Eyes For Dolls;70.18
Fabric, Asbestos;68.12
Fabrics (Textile), Knitted Or Crocheted - Impregnated, Coated, Covered Or Laminated;Chapter 59
Fabrics (Textile), Knitted Or Crocheted - Pile Fabrics;60.01
Fabrics (Textile), Knitted Or Crocheted - Narrow With Elastomeric Yarn;60.02
Fabrics (Textile), Knitted Or Crocheted - Narrow;60.03
Fabrics (Textile), Knitted Or Crocheted - With Elastomeric Yarn;60.04
Fabrics (Textile), Knitted Or Crocheted - Warp Knitted;60.05
Fabrics (Textile), Knitted Or Crocheted - Other;60.06
Fabric (Textile) Woven - Alpaca;51.11 Or 51.12
Fabric (Textile) Woven - Cashmere;51.11 Or 51.12
Fabric (Textile) Woven - Coarse Animal Hair (Including Horsehair);51.13
Fabric (Textile) Woven - Corduroy;58.01
Fabric (Textile) Woven - Cotton;52.08 To 52.12
Fabric (Textile) Woven - Fine Animal Hair;51.11 Or 51.12
Fabric (Textile) Woven - Flax (Linen);53.09
Fabric (Textile) Woven - Gum Or Amylaceous Coated;59.01
Fabric (Textile) Woven - Imitation Fur;58.01
Fabric (Textile) Woven - Impregnated, Coated, Covered Or Laminated;Chapter 59, (See Ch 59, Notes 1,2, 4 Or 5)
Fabric (Textile) Woven - Man-Made Filaments;54.07 Or 54.08
Fabric (Textile) Woven - Man-Made Staple Fibres;55.12 To 55.16
Fabric (Textile) Woven - Metal Thread Or Metallised Yarn;58.09
Fabric (Textile) Woven - Mohair;51.11 Or 51.12
Fabric (Textile) Woven - Moquettos;58.01
Fabric (Textile) Woven - Narrow;58.06 (See Ch 58, Note 5)
Fabric (Textile) Woven - Paper Yarn;53.11
Fabric (Textile) Woven - Pile And Chenille - Narrow, Not Coated (Not Terry);58.02
Fabric (Textile) Woven - Pile And Chenille - Terry, Of Cotton (Not Narrow);58.06 (See Ch 58 Note 5)
Fabric (Textile) Woven - Pile And Chenille - Other;58.02
Fabric (Textile) Woven - Rubberised;59.06
Fabric (Textile) Woven - Rubberised Tyre Cord Fabric;59.02
Fabric (Textile) Woven - Silk;50.07
Fabric (Textile) Woven - Vegetable Textile Fibres - (Other Than Cotton And Flax) - Bast Fibres (Including Jute);53.10
Fabric (Textile) Woven - Vegetable Textile Fibres - (Other Than Cotton And Flax) - Hemp, True;53.11
Fabric (Textile) Woven - Vegetable Textile Fibres - (Other Than Cotton And Flax) - Other;53.11
Fabric (Textile) Woven - Velour Pile Fabrics;58.01
Fabric (Textile) Woven - Velour Flock Coated Fabrics;59.07
Fabric (Textile) Woven - Velvets;58.01
Fabric (Textile) Woven - Wicks;59.08
Fabric (Textile) Woven - Woollen (Wool);51.11
Fabric (Textile) Woven - Worsted (Wool);51.12
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Non-Woven's, Other Than Stitch Bonded;56.03
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Embroidery In The Piece, Strips Or In Motifs;58.10
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Felt;56.02
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Gas Mantles;59.08
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Gum Or Amylaeous Coated;59.01
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Impregnated With Oil, Paint, Wax Etc;59.07
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Impregnated, Coated, Covered Or Laminated With Plastics;59.02 Or 59.03
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Lace;58.04
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Machinery, For Use In;59.11
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Rubberised;59.06
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Rubberised Tyre Cord Fabric;59.02
Fabrics (Textile) Other Than Knitted, Crocheted Or Woven - Tulle And Net;58.04
Fabrics, Other Than Textile - Glass Fibres;70.19
Fabrics, Other Than Textile - Reinforcing, Iron Or Steel;73.14
Fabrics, Other Than Textile - Woven Wire - Aluminium;76.16
Fabrics, Other Than Textile - Woven Wire - Copper;74.19
Fabrics, Other Than Textile - Woven Wire - Iron Or Steel;73.14
Face Powder;33.04
Face - Cloth Or Towel;63.02
Face - Dryers, Electro-Thermic;85.16
Factice Derived From Oils;40.02
Factory Ships;89.02
Faggots (Fuel Wood);44.01
Faille;50.07
Fairground Amusements And Equipment;95.08
Fairground Organs;92.08
Fallals;61.17 Or 62.17
Fan Belts, Rubber (Motor Vehicles);40.10
Fancy Dress;Ch 61 Or Ch 62
Fancy Goods, Leather, Other Than Bags, Wallets, Etc;42.05
Fans - Computer, Axial;84.14
Fans - Electric;84.14
Fans - Hand, Textile;63.07
Fans - Mechanical;84.14
Fans - With A Heat Sink;84.14
Farmyard Manure Spreaders;84.32
Fasteners, Press And Snap (For Clothing, Household Linen, Etc);96.06
Fasteners, Slide (Zips);96.07
Fat - Animal Or Vegetable, Fish Or Marine Mammal;Ch 15
Fat - Cocoa;18.04
Fat - From Bones Or Waste;Ch 15
Fat - Pig And Poultry, Rendered Or Solvent Extracted;15.01
Fat, Pig And Poultry, Unrendered;02.09
Fats, Edible, Prepared;15.17
Fatty Acids, Chemically Defined;29.15 Or 29.16
Fatty Acids, Industrial Moncarboxylic;38.23
Fatty Alcohols, Chemically Defined;29.05
Fatty Alcohols, Industrial;38.23
Fax Machines;85.17
Feather Dusters;96.03
Feather, Dressed;67.01
Feathers Undressed;05.05
Felspar, O/T Precious Stones;25.29
Felt Textile;56.02
Felt Tipped Pens And Parts;96.08
Felt, Asbestos;68.12
Felt Hat Making Machines;84.49
Felt Making And Finishing Machines;84.49
Felts, Machinery;59.11
Felts, Textile;See Fabrics - Textile
Fence Posts, Not Sawn To Length;44.04
Fencing Post, Wood, Not Sawn;44.04
Fencing Sports - Clothing;61.14 Or 62.11
Fencing Sports - Equipment;95.06
Fencing Of Iron Or Steel ;73.14
Fencing Wire, Iron Or Steel;73.13
Fennel Seeds;09.09
Fermenting Vats, With Coiling Coils, Etc;84.19
Fermenting Vats, Without Mechanical Or Cooling Equipment;See Vats
Ferro Alloys;72.02
Ferro Uranium;28.44
Ferry Boats;89.01
Fertiliser Distributors;84.32
Fertilisers;Ch 31
Festive Articles;95.05
Fibre Tipped Pens And Parts;96.08
Fibre, Ceramic;68.06 Or 69.03 Or 69.14
Fibreboard;44.11
Fibreglass (Glass Fibres Reinforced With Plastic);Ch 39
Fibres - Cotton;Ch 52
Fibre - Glass;70.19
Fibres - Manmade, Artificial - Filament;Ch 54
Fibres - Manmade, Artificial Staple;Ch 55
Fibres - Manmade, Synthetic - Filament;Ch 54
Fibres  - Manmade, Synthetic - Staple;Ch 55
Fibres - Vegetable, Brushmaking;14.03
Fibres - Vegetable, Textile - Agave (Including Siasal), Not Spun;53.05
Fibres - Vegetable, Textile - Coir, Not Spun;53.01
Fibres - Vegetable, Textile - Flax, Not Spun;53.05
Fibres - Vegetable, Textile - Manilla Hemp, Not Spun;53.02
Fibres - Vegetable, Textile - True Hemp;53.02
Fibres - Vegetable, Textile - Hibiscus, Cannabinus, Not Spun;53.03
Fibres - Vegetable, Textile - Jute, Not Spun;53.03
Fibres - Vegetable, Textile - Ramie, Not Spun;53.05
Fibres - Vegetable, Textile - Other Bast Fibres, Not Spun;53.03
Fibres - Vegetable, Textile - Other Vegetable Textile Fibres - (Other Than Cotton) Not Spun;53.04 Or 53.05
Field Beans;07.13
Figs, Fresh Or Dried;08.04
File - Hand Tools;82.03
File - Nail, Metal;82.14
File - Nail, Emery board;68.05
File - Rotary;82.07
File Covers Of Paper Or Paperboard;48.20
